2025-10-04 16:18:56,0,0,0,32,0.6788220405578613,0.8995168209075928,2.016423225402832
2025-10-04 16:19:05,0,100,100,32,0.07837446806675727,0.8194514200238898,0.5677204692717825
2025-10-04 16:19:14,0,200,200,32,0.05671047662102168,0.8096531837140742,0.4691704519055969
2025-10-04 16:19:23,0,300,300,32,0.04629991044510044,0.7588271599671373,0.41008547636559634
2025-10-04 16:19:33,0,400,400,32,0.039512507982106135,0.7140337283771829,0.3704081205581489
2025-10-04 16:19:42,0,500,500,32,0.03467029633517275,0.6732524871350286,0.34069358755252555
2025-10-04 16:19:51,0,600,600,32,0.03103706134659875,0.6367813225792173,0.3156592268713699
2025-10-04 16:20:00,0,700,700,32,0.0283128469531423,0.6086737720160273,0.29697856740672646
2025-10-04 16:20:10,0,800,800,32,0.026231364842350786,0.5874673217795464,0.2828545274024599
2025-10-04 16:20:19,0,900,900,32,0.0244956931262613,0.5681213354495469,0.27029636510535165
2025-10-04 16:20:28,0,1000,1000,32,0.02305935111853269,0.5512848330306245,0.2602155297309845
2025-10-04 16:20:37,0,1100,1100,32,0.021840566642359102,0.5367483689663737,0.25112322783545943
2025-10-04 16:20:46,0,1200,1200,32,0.02078271987766561,0.5240650396859219,0.2434827919729941
2025-10-04 16:20:55,0,1300,1300,32,0.019872373586690924,0.5133311712311196,0.23693701993676902
2025-10-04 16:21:04,0,1400,1400,32,0.01908078417148731,0.5039216758820263,0.23134490200913352
2025-10-04 16:21:13,0,1500,1500,32,0.018377612177084023,0.4953669985678099,0.22643446633412312
2025-10-04 16:21:22,0,1600,1600,32,0.01775430054313676,0.48793503070607325,0.22180876031583135
2025-10-04 16:21:31,0,1700,1700,32,0.017205497084611446,0.48126188162352884,0.21775187237482782
2025-10-04 16:21:40,0,1800,1800,32,0.016706570509515045,0.4753532670955404,0.2142045799061565
2025-10-04 16:21:49,0,1900,1900,32,0.01625933907612539,0.47013643188015025,0.21097369210648576
2025-10-04 16:21:59,0,2000,2000,32,0.01585096310124151,0.4654442131638467,0.20815599264799506
2025-10-04 16:22:08,0,2100,2100,32,0.015476450060309397,0.4609640694867424,0.20520913204455704
2025-10-04 16:22:17,0,2200,2200,32,0.015133781161841373,0.4567962919295457,0.20257737060694844
2025-10-04 16:22:27,0,2300,2300,32,0.014819932199961165,0.45318333517722803,0.2003346116535822
2025-10-04 16:22:36,0,2400,2400,32,0.014529523326441652,0.44972921081852385,0.19814419986269763
2025-10-04 16:22:45,0,2500,2500,32,0.014263261325943355,0.44666965128850195,0.19617001989075109
2025-10-04 16:22:54,0,2600,2600,32,0.014009261448136813,0.4436702295501889,0.1943912518249022
2025-10-04 16:23:03,0,2700,2700,32,0.013776872466535193,0.440854082170216,0.19270157855126824
2025-10-04 16:23:12,0,2800,2800,32,0.01355849465345967,0.4382695488442867,0.19115133032665554
2025-10-04 16:23:22,0,2900,2900,32,0.01335153104856184,0.43589598080159386,0.18974220898594374
2025-10-04 16:23:31,0,3000,3000,32,0.013158020472805109,0.4336054335630405,0.1882565469890386
2025-10-04 16:23:41,0,3100,3100,32,0.012976531154827192,0.4314660738164938,0.18682985306651081
2025-10-04 16:23:50,0,3200,3200,32,0.012806312027871749,0.42953737793732943,0.18559610549917968
2025-10-04 16:23:59,0,3300,3300,32,0.012643188037123826,0.42764770960273324,0.18444344827493947
2025-10-04 16:24:08,0,3400,3400,32,0.012490920346368282,0.4258037532595668,0.18331886101289555
2025-10-04 16:24:17,0,3500,3500,32,0.012344252207215106,0.42415163445322895,0.18229977955940074
2025-10-04 16:24:27,0,3600,3600,32,0.012204333765587933,0.42250021116927544,0.18131904517344652
2025-10-04 16:24:36,0,3700,3700,32,0.012071384667974772,0.42102219673692454,0.1803845103806948
2025-10-04 16:24:45,0,3800,3800,32,0.011944827123823698,0.41953133622523014,0.17935048044903973
2025-10-04 16:24:54,0,3900,3900,32,0.011824603489977568,0.41812171983553853,0.17848692266559393
2025-10-04 16:25:04,0,4000,4000,32,0.011708383516624283,0.41672978084464574,0.17757687849704698
2025-10-04 16:25:13,0,4100,4100,32,0.011598151123913773,0.415453692567956,0.17678637662164412
2025-10-04 16:25:22,0,4200,4200,32,0.011493149359587033,0.41425418264949304,0.1760069174469014
2025-10-04 16:25:32,0,4300,4300,32,0.011390663130705584,0.41304602545517816,0.175204205777348
2025-10-04 16:25:41,0,4400,4400,32,0.011294239961623239,0.4119375594378439,0.1745116975386152
2025-10-04 16:25:50,0,4500,4500,32,0.01119992170206436,0.41082195668479016,0.1738480066732019
2025-10-04 16:25:59,0,4600,4600,32,0.011112030801095896,0.4098313806938415,0.17319743222864886
2025-10-04 16:26:08,0,4700,4700,32,0.011025085726701765,0.4087594775310655,0.17254002893276607
2025-10-04 16:26:17,0,4800,4800,32,0.010943024089570388,0.4077673718050802,0.17189278487109114
2025-10-04 16:26:26,0,4900,4900,32,0.010864693873938742,0.40678346172276136,0.17124605302578624
